song_name,n_hums,n_regulars,most_common_hum,song_release_date,album_name,song_art_image_url,song_pageviews,song_id,percent_hums,song_lyrics_url,song_annotation_count,artist_id,artist_name,artist_url,album_id,album_url,rank
Frequency,6,303,hmm,2016-03-25,"Passion, Pain & Demon Slayin’",https://images.genius.com/23aff3418ecc0a9b60d36169beaf0a00.1000x1000x1.jpg,221562,2445357,0.019417475728155338,https://genius.com/Kid-cudi-frequency-lyrics,7,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,16
Come Around,10,506,oh,2009-01-01,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,8366,58148,0.01937984496124031,https://genius.com/Kid-cudi-come-around-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,20
Anomaly,2,107,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/b82971c3819d9daa88e4cd61713052a0.1000x1000x1.jpg,8313,2375549,0.01834862385321101,https://genius.com/Kid-cudi-anomaly-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,11
Soundtrack 2 My Life,10,568,huh,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,890784,402,0.01730103806228374,https://genius.com/Kid-cudi-soundtrack-2-my-life-lyrics,28,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,5
Man on the Moon (The Anthem),8,455,hey,2008-07-17,A Kid Named Cudi,https://images.genius.com/1a451a8afb940b34adb9ad01bc7527d6.513x513x1.jpg,428559,1652,0.017278617710583154,https://genius.com/Kid-cudi-man-on-the-moon-the-anthem-lyrics,12,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,7
Hyyerr (Ft. King Chip),9,539,oh,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,134762,2329,0.016423357664233577,https://genius.com/Kid-cudi-hyyerr-lyrics,10,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,6
Alien (Demo) (Ft. Ant Clemons),4,241,oh,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,17153,4937769,0.0163265306122449,https://genius.com/Kid-cudi-alien-demo-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,21
Can't Look In My Eyes (Ft. Kanye West),12,738,hmmm,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,59021,2870350,0.016,https://genius.com/Kid-cudi-cant-look-in-my-eyes-lyrics,5,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,22
Attention,8,499,uh,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,94620,0.015779092702169626,https://genius.com/Kid-cudi-attention-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,23
Leader of the Delinquents,8,518,mm,2020-04-14,NA,https://images.genius.com/85e759be0f7a55c48871321c94e3f7e4.1000x1000x1.png,104879,5448098,0.015209125475285171,https://genius.com/Kid-cudi-leader-of-the-delinquents-lyrics,15,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,24
Heaven on Earth,8,520,mm,2020-12-11,Man on the Moon III: The Chosen,https://images.genius.com/07a3deb92bfe7c78f95add89edc0e5ed.1000x1000x1.png,129190,6250767,0.015151515151515152,https://genius.com/Kid-cudi-heaven-on-earth-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,692902,https://genius.com/albums/Kid-cudi/Man-on-the-moon-iii-the-chosen,13
I'm That,6,405,oh,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,NA,2408260,0.014598540145985401,https://genius.com/Kid-cudi-im-that-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,3
AMEN,3,204,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/b82971c3819d9daa88e4cd61713052a0.1000x1000x1.jpg,17891,2375539,0.014492753623188406,https://genius.com/Kid-cudi-amen-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,12
Erase Me (Ft. Kanye West),6,414,hmm,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/a6bf806f28ecd7f3d665dd7ad5abc8b6.475x475x1.jpg,503281,621,0.014285714285714285,https://genius.com/Kid-cudi-erase-me-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,10
Creepers,5,371,hey,2012-09-14,Kanye West Presents: Good Music - Cruel Summer,https://images.genius.com/a73a620b2147a174491b493808139666.1000x1000x1.png,303496,76917,0.013297872340425532,https://genius.com/Kid-cudi-creepers-lyrics,5,68,Kid Cudi,https://genius.com/artists/Kid-cudi,109923,https://genius.com/albums/Good-music/Kanye-west-presents-good-music-cruel-summer,1
Angels & Demons,5,404,nah,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,8441,52676,0.012224938875305624,https://genius.com/Kid-cudi-angels-and-demons-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,25
Burn Baby Burn,5,405,oh,2013-04-12,Indicud,https://images.genius.com/e6cf8fb555c7d3a3add9bbbabb654891.1000x1000x1.jpg,98066,133899,0.012195121951219513,https://genius.com/Kid-cudi-burn-baby-burn-lyrics,6,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,4
Day ‘N’ Nite (Ft. Crookers),4,335,uh,2020-04-17,Class Of ’09,https://images.genius.com/b929c75d49c7004968c67aea9f3a017e.500x500x1.jpg,NA,1836726,0.011799410029498525,https://genius.com/Kid-cudi-day-n-nite-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,922246,https://genius.com/albums/Various-artists/Class-of-09,1
Sunrise*,6,505,hey,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,4479301,0.011741682974559686,https://genius.com/Kid-cudi-sunrise-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,26
T.G.I.F. (Ft. King Chip),5,427,ay,2008-07-17,A Kid Named Cudi,https://images.genius.com/1a451a8afb940b34adb9ad01bc7527d6.513x513x1.jpg,58206,2922,0.011574074074074073,https://genius.com/Kid-cudi-tgif-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,8
Off The Top,4,344,oh,2008-05-05,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,444168,0.011494252873563218,https://genius.com/Kid-cudi-off-the-top-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,27
Day 'n' Nite (main),6,522,na,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,14265,1355471,0.011363636363636364,https://genius.com/Kid-cudi-day-n-nite-main-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,28
Party All The Time,7,618,la,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,NA,68371,0.0112,https://genius.com/Kid-cudi-party-all-the-time-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,4
Unfuckwittable,2,183,oh,2013-04-12,Indicud,https://images.genius.com/e6cf8fb555c7d3a3add9bbbabb654891.1000x1000x1.jpg,205270,133890,0.010810810810810811,https://genius.com/Kid-cudi-unfuckwittable-lyrics,7,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,5
Cold Blooded,4,368,oh,2013-04-12,Indicud,https://images.genius.com/e6cf8fb555c7d3a3add9bbbabb654891.1000x1000x1.jpg,134927,133901,0.010752688172043012,https://genius.com/Kid-cudi-cold-blooded-lyrics,7,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,6
Freestyle Jam (Ft. Asher Roth),13,1240,hey,2009-02-09,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,2395425,0.010375099760574621,https://genius.com/Kid-cudi-freestyle-jam-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,29
Pion [freestyle],5,480,oh,2012-05-10,CUDDER IS BACK,https://images.genius.com/a52d76dd22add9a72967a8715d52f150.500x500x1.jpg,NA,49931,0.010309278350515464,https://genius.com/Kid-cudi-pion-freestyle-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,923081,https://genius.com/albums/Kid-cudi/Cudder-is-back,3
Takeover Freestyle,5,492,hey,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/474116e13af772abd6384cee03c992a6.1000x1000x1.png,NA,4791,0.01006036217303823,https://genius.com/Kid-cudi-takeover-freestyle-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,4
Beez (Ft. RZA),5,499,la,2013-04-12,Indicud,https://images.genius.com/e6cf8fb555c7d3a3add9bbbabb654891.1000x1000x1.jpg,137216,133896,0.00992063492063492,https://genius.com/Kid-cudi-beez-lyrics,9,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,7
Handle with Care,3,302,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/b82971c3819d9daa88e4cd61713052a0.1000x1000x1.jpg,61919,2375540,0.009836065573770493,https://genius.com/Kid-cudi-handle-with-care-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,13
Skit - Foggy Glasses,1,101,oh,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/474116e13af772abd6384cee03c992a6.1000x1000x1.png,NA,182586,0.00980392156862745,https://genius.com/Kid-cudi-skit-foggy-glasses-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,5
Too Bad I Have to Destroy You Now,5,525,hmm,2014-02-25,KiD CuDi presents SATELLITE FLIGHT: The journey to Mother Moon,https://images.genius.com/f93aafaafd092a8bb9b2224aea7385f6.670x670x1.jpg,221462,369626,0.009433962264150943,https://genius.com/Kid-cudi-too-bad-i-have-to-destroy-you-now-lyrics,16,68,Kid Cudi,https://genius.com/artists/Kid-cudi,67138,https://genius.com/albums/Kid-cudi/Kid-cudi-presents-satellite-flight-the-journey-to-mother-moon,5
Adventures,3,330,hmm,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/b82971c3819d9daa88e4cd61713052a0.1000x1000x1.jpg,67497,2375537,0.009009009009009009,https://genius.com/Kid-cudi-adventures-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,14
The Biggest Grinder,4,469,la,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,136889,0.008456659619450317,https://genius.com/Kid-cudi-the-biggest-grinder-lyrics,21,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,30
Solo Dolo Part II (Ft. Kendrick Lamar),4,472,huh,2013-04-12,Indicud,https://images.genius.com/e6cf8fb555c7d3a3add9bbbabb654891.1000x1000x1.jpg,245201,133894,0.008403361344537815,https://genius.com/Kid-cudi-solo-dolo-part-ii-lyrics,23,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,8
Know Why,4,473,oh,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,14363,4859,0.008385744234800839,https://genius.com/Kid-cudi-know-why-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,31
CuDi Spazzin',4,478,yo,2008-07-17,A Kid Named Cudi,https://images.genius.com/1a451a8afb940b34adb9ad01bc7527d6.513x513x1.jpg,26691,26037,0.008298755186721992,https://genius.com/Kid-cudi-cudi-spazzin-lyrics,12,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,9
Pillow Talk,2,247,ay,2008-07-17,A Kid Named Cudi,https://images.genius.com/1a451a8afb940b34adb9ad01bc7527d6.513x513x1.jpg,46301,5205,0.008032128514056224,https://genius.com/Kid-cudi-pillow-talk-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,10
Angered Kids,1,125,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/b82971c3819d9daa88e4cd61713052a0.1000x1000x1.jpg,14689,2375544,0.007936507936507936,https://genius.com/Kid-cudi-angered-kids-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,15
I'm Not the Average,4,537,oh,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,6524,125405,0.0073937153419593345,https://genius.com/Kid-cudi-im-not-the-average-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,5
Save My Soul (The CuDi Confession),2,281,oh,2008-07-17,A Kid Named Cudi,https://images.genius.com/1a451a8afb940b34adb9ad01bc7527d6.513x513x1.jpg,52236,26038,0.007067137809187279,https://genius.com/Kid-cudi-save-my-soul-the-cudi-confession-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,11
CONFUSED!,2,317,ah,2015-08-01,Speedin’ Bullet 2 Heaven,https://images.rapgenius.com/ea7c6ef11bfafe965d1fe874b1949ca3.499x500x1.png,154553,2269754,0.006269592476489028,https://genius.com/Kid-cudi-confused-lyrics,7,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,16
Cruisin' (In the Evening) (Ft. In-Doe),3,481,hey,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,114556,0.006198347107438017,https://genius.com/Kid-cudi-cruisin-in-the-evening-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,32
Girls (Ft. Too $hort),3,501,hmm,2013-04-02,Indicud,https://images.genius.com/e6cf8fb555c7d3a3add9bbbabb654891.1000x1000x1.jpg,230137,128976,0.005952380952380952,https://genius.com/Kid-cudi-girls-lyrics,7,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,9
I Get It In,2,335,uh,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,903045,0.005934718100890208,https://genius.com/Kid-cudi-i-get-it-in-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,33
I Do My Thing (Ft. Snoop Dogg),3,530,nah,2010-03-08,CUDDER IS BACK,https://images.genius.com/4d910a0540cab0ece493c3ac87eca0ba.750x750x1.jpg,20314,54301,0.005628517823639775,https://genius.com/Kid-cudi-i-do-my-thing-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,923081,https://genius.com/albums/Kid-cudi/Cudder-is-back,4
Maui Wowie,2,361,hey,2008-07-17,A Kid Named Cudi,https://images.genius.com/1a451a8afb940b34adb9ad01bc7527d6.513x513x1.jpg,63266,26036,0.005509641873278237,https://genius.com/Kid-cudi-maui-wowie-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,12
CuDi Get,2,363,uh,2008-07-17,A Kid Named Cudi,https://images.genius.com/1a451a8afb940b34adb9ad01bc7527d6.513x513x1.jpg,33586,26039,0.005479452054794521,https://genius.com/Kid-cudi-cudi-get-lyrics,5,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,13
Never Come Down,4,787,yo,2012-05-10,CUDDER IS BACK,https://images.genius.com/a52d76dd22add9a72967a8715d52f150.500x500x1.jpg,20461,50121,0.0050568900126422255,https://genius.com/Kid-cudi-never-come-down-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,923081,https://genius.com/albums/Kid-cudi/Cudder-is-back,5
50 Ways to Make a Record,1,211,oh,2008-07-17,A Kid Named Cudi,https://images.genius.com/1a451a8afb940b34adb9ad01bc7527d6.513x513x1.jpg,47881,6247,0.0047169811320754715,https://genius.com/Kid-cudi-50-ways-to-make-a-record-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,14
Tree (Ft. Wiz Khalifa),2,433,woah,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,10072,50591,0.004597701149425287,https://genius.com/Kid-cudi-tree-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,34
Skit - Jerry Maguire from Cleveland,1,221,yo,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/474116e13af772abd6384cee03c992a6.1000x1000x1.png,NA,182604,0.0045045045045045045,https://genius.com/Kid-cudi-skit-jerry-maguire-from-cleveland-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,6
Fade 2 Red,1,221,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/b82971c3819d9daa88e4cd61713052a0.1000x1000x1.jpg,22213,2375536,0.0045045045045045045,https://genius.com/Kid-cudi-fade-2-red-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,17
Simple As...,2,448,hmm,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,120224,3342,0.0044444444444444444,https://genius.com/Kid-cudi-simple-as-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,7
Goodbye,2,473,ahhhh,2016-06-24,NA,https://images.genius.com/9f350116bdcbbe6140e3d63706d893cb.500x500x1.jpg,22135,2673516,0.004210526315789474,https://genius.com/Kid-cudi-goodbye-lyrics,10,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,35
Sky High,1,244,hey,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/474116e13af772abd6384cee03c992a6.1000x1000x1.png,6489,81247,0.004081632653061225,https://genius.com/Kid-cudi-sky-high-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,7
Enter Galactic (Love Connection Part I),2,491,ay,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,167069,51716,0.004056795131845842,https://genius.com/Kid-cudi-enter-galactic-love-connection-part-i-lyrics,7,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,8
Excuse My Mood,1,246,ah,2009-06-16,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,2894773,0.004048582995951417,https://genius.com/Kid-cudi-excuse-my-mood-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,36
JFKPSA,1,250,hey,2015-08-06,NA,https://images.genius.com/a8ea86418a06ce797848a7dd271bee44.500x500x1.jpg,NA,2275993,0.00398406374501992,https://genius.com/Kid-cudi-jfkpsa-lyrics,6,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,37
Fairy Tale Remains,1,258,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/b82971c3819d9daa88e4cd61713052a0.1000x1000x1.jpg,21746,2375543,0.003861003861003861,https://genius.com/Kid-cudi-fairy-tale-remains-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,18
